"species","predicted_OGT","OGT"
"Sphingomonas_paucimobilis",25.76439,30
"Sphingomonas_sanguinis",26.480257,30
"Sphingomonas_sanxanigenens",27.04711,28
"Sphingomonas_wittichii",27.424791,30
"Sphingomonas_yabuuchiae",27.047113,30
"Sphingopyxis_alaskensis",27.573385,28
"Sphingopyxis_granuli",27.513159,28
"Sphingopyxis_macrogoltabida",27.573385,30
"Sphingopyxis_terrae",27.480242,30
"Spirochaeta_africana",43.57084,37
"Spirochaeta_thermophila",60.018265,64.16666667
"Spiroplasma_cantharicola",28.900608,30
"Spiroplasma_chrysopicola",30.732563,30
"Spiroplasma_culicicola",28.424488,30
"Spiroplasma_diminutum",28.900608,30
"Spiroplasma_eriocheiris",30.774033,30
"Spiroplasma_helicoides",28.80647,30
"Spiroplasma_kunkelii",30.697159,30
"Spiroplasma_litorale",29.05747,30
"Spiroplasma_melliferum",30.887959,30
"Spiroplasma_mirum",28.32841,30
"Spiroplasma_syrphidicola",30.8297,30
"Spiroplasma_taiwanense",28.900608,30
"Spiroplasma_turonicum",28.142937,30
"Spirosoma_linguale",25.838173,26
"Sporocytophaga_myxococcoides",25.146011,25
"Sporolactobacillus_laevolacticus",33.55291,28.7
"Sporomusa_ovata",31.595816,33.33333333
"Sporosarcina_globispora",27.634699,17.85714286
"Sporosarcina_psychrophila",24.63858,18.125
"Stackebrandtia_nassauensis",32.13014,28
"Staphylococcus_agnetis",32.581894,37
"Staphylococcus_arlettae",32.908573,34
"Staphylococcus_aureus",32.943947,36.03424658
"Staphylococcus_hyicus",32.581894,37
"Staphylococcus_lentus",33.025963,37
"Staphylococcus_microti",32.54783,37
"Staphylococcus_sciuri",32.341106,37
"Stenotrophomonas_humi",28.003653,28
"Streptococcus_infantis",34.890976,37
"Staphylococcus_capitis",32.60199,35.5
"Staphylococcus_caprae",32.657677,37
"Staphylococcus_carnosus",32.908573,37
"Staphylococcus_chromogenes",32.76764,37
"Staphylococcus_cohnii",32.671,34.42857143
"Staphylococcus_condimenti",32.908573,37
"Staphylococcus_epidermidis",32.4681,32.39130435
"Staphylococcus_equorum",32.543236,35.25
"Staphylococcus_haemolyticus",32.299698,32.09090909
"Staphylococcus_hominis",32.280205,31.21428571
"Staphylococcus_lugdunensis",33.03968,35.5
"Staphylococcus_massiliensis",32.581894,37
"Staphylococcus_pasteuri",32.58286,31.6
"Staphylococcus_pettenkoferi",32.908573,37
"Staphylococcus_pseudintermedius",32.4681,37
"Staphylococcus_saprophyticus",32.32351,32.5
"Staphylococcus_schleiferi",32.581894,37
"Staphylococcus_simiae",33.03968,37
"Staphylococcus_simulans",33.161335,37
"Staphylococcus_succinus",32.584488,31
"Starkeya_novella",26.17172,27
"Stenotrophomonas_acidaminiphila",27.698889,35
"Stenotrophomonas_chelatiphaga",28.163929,28
"Stenotrophomonas_ginsengisoli",28.772177,28
"Stenotrophomonas_koreensis",28.772177,28
"Stenotrophomonas_maltophilia",28.772177,28.33333333
"Stenotrophomonas_nitritireducens",27.651552,30
"Stenotrophomonas_pavanii",28.294273,28
"Stenotrophomonas_rhizophila",28.394627,30
"Stenotrophomonas_terrae",28.003653,28
"Steroidobacter_denitrificans",30.70773,28
"Stigmatella_aurantiaca",37.24115,28.33333333
"Streptobacillus_moniliformis",27.948051,37
"Streptococcus_agalactiae",34.422295,34.66666667
"Streptococcus_anginosus",34.422295,37
"Streptococcus_australis",34.70858,37
"Streptococcus_canis",34.920387,37
"Streptococcus_constellatus",34.426857,37
"Streptococcus_criceti",34.34903,37
"Streptococcus_cristatus",34.98619,37
"Streptococcus_downei",34.620003,37
"Streptococcus_dysgalactiae",34.920387,37
"Streptococcus_equi",34.920387,37
"Streptococcus_equinus",34.422295,37
"Streptococcus_gallolyticus",35.04261,37
"Streptococcus_gordonii",34.890976,37
"Streptococcus_ictaluri",34.34903,30
"Streptococcus_infantarius",34.422295,37
"Streptococcus_iniae",34.34903,37
"Streptococcus_intermedius",34.422295,37
"Streptococcus_lutetiensis",34.422295,37
"Streptococcus_macacae",33.82523,37
"Streptococcus_mitis",35.081406,37
"Streptococcus_mutans",34.937935,37
"Streptococcus_oralis",34.890976,37
"Streptococcus_parasanguinis",34.890976,37
"Streptococcus_parauberis",34.2537,37
"Streptococcus_peroris",35.366024,37
"Streptococcus_phocae",34.90568,37
"Sulfurospirillum_multivorans",29.367077,25
"Treponema_azotonutricium",22.12479,20
"Thermobifida_cellulosilytica",46.20871,45
"Tatumella_morbirosei",29.131424,28
"Vibrio_hepatarius",30.432241,28
"Yersinia_frederiksenii",28.386417,30
"Sulfobacillus_acidophilus",46.63146,45
"Thermus_filiformis",66.417244,70
"Streptomyces_acidiscabies",26.918743,28
"Vibrio_kanaloae",30.55591,28
"Streptomyces_hygroscopicus",26.42568,28
"Thermotoga_maritima",74.216866,76
"Weissella_koreensis",27.988327,30
"Streptomyces_globisporus",26.81226,28
"Streptomyces_canus",26.870426,28
"Thermoanaerobacterium_thermosaccharolyticum",57.64705,56
"Tropicibacter_naphthalenivorans",23.313034,37
"Vibrio_maritimus",29.066744,28
"Terriglobus_roseus",24.549057,25
"Treponema_pallidum",29.28945,37
"Syntrophobacter_fumaroxidans",51.961258,37
"Thalassolituus_oleivorans",28.564734,28
"Xanthomonas_euvesicatoria",30.56718,28
"Thermoactinomyces_vulgaris",50.033348,50
"Thermus_aquaticus",66.12713,70
"Xanthomonas_gardneri",30.272245,30
"Streptomyces_aurantiacus",27.591816,28
"Thermobispora_bispora",51.694862,52.5
"Xenorhabdus_szentirmaii",28.454542,30
"Streptomyces_ipomoeae",26.631632,28
"Tetragenococcus_halophilus",30.885382,30
"Tsukamurella_pseudospumae",30.425081,28
"Wenxinia_marina",25.703949,30
"Vibrio_crassostreae",30.55591,28
"Thioclava_pacifica",24.882486,28
"Thermus_thermophilus",67.01228,72.07142857
"Thermosulfidibacter_takaii",67.31096,70
"Tolumonas_auensis",28.723986,28
"Xanthomonas_fragariae",30.739069,28
"Thermovenabulum_gondwanense",62.99254,65
"Vibrio_metschnikovii",30.432241,28
"Thermoanaerobacter_thermohydrosulfuricus",62.56817,63.63636364
"Treponema_denticola",28.991196,37
"Streptomyces_violaceusniger",28.358257,28
"Treponema_succinifaciens",29.564676,37
"Thermosipho_africanus",66.70964,67.5
"Vibrio_vulnificus",31.772806,31.25
"Streptomyces_aureofaciens",30.035757,28
"Yersinia_nurmii",28.326921,28
"Thermaerobacter_marianensis",66.086365,72.5
"Xanthomonas_sacchari",29.894852,28
"Vibrio_alginolyticus",27.753155,30
"Sulfitobacter_mediterraneus",23.242113,27
"Tetrasphaera_elongata",27.537605,28
"Vibrio_furnissii",31.345585,28
"Thauera_phenylacetica",28.113277,30
"Vibrio_mytili",30.963486,28
"Vagococcus_lutrae",31.762924,37
"Thalassospira_lucentensis",23.25099,13
"Sulfurimonas_denitrificans",27.469473,21
"Trueperella_bernardiae",30.678522,37
"Tepidanaerobacter_acetatoxydans",56.23799,37
"Streptococcus_sanguinis",34.422295,37
"Streptomyces_cattleya",26.75637,26
"Xanthomonas_arboricola",30.272245,26.5
"Vibrio_lentus",30.55591,28
"Sulfitobacter_donghicola",23.4218,25
"Streptomyces_viridochromogenes",26.756916,28
"Streptomyces_albulus",26.631632,28
"Weissella_kandleri",28.102793,30
"Xanthomonas_translucens",31.178194,28
"Thermomonospora_curvata",49.058823,47.5
"Tetragenococcus_muriaticus",28.73526,30
"Thermoanaerobacterium_saccharolyticum",57.86413,60
"Tatlockia_micdadei",30.085552,37
"Thiomonas_intermedia",26.307678,26.66666667
"Thauera_terpenica",28.070402,30
"Thioalkalimicrobium_cyclicum",27.896093,28
"Vibrio_cholerae",31.169012,31
"Weissella_paramesenteroides",29.225412,30
"Streptomyces_alboniger",29.835552,28
"Treponema_pedis",29.106468,37
"Veillonella_parvula",31.887869,37
"Thermoanaerobacter_mathranii",63.972076,70
"Yokenella_regensburgei",29.133167,37
"Syntrophothermus_lipocalidus",54.73236,55
"Sulfuritalea_hydrogenivorans",25.78347,25
"Xenorhabdus_hominickii",28.273458,30
"Thermodesulfobacterium_commune",66.89252,70
"Thermanaerovibrio_velox",55.44389,60
"Thermaerobacter_subterraneus",63.101147,60
"Syntrophaceticus_schinkii",53.63916,37
"Xanthobacter_autotrophicus",26.807442,30
"Streptomyces_iranensis",28.327684,28
"Thalassobius_mediterraneus",23.277576,28
"Streptomyces_bottropensis",26.434013,28
"Verminephrobacter_eiseniae",26.653797,28
"Xanthomonas_bromi",31.178194,28
"Yersinia_mollaretii",28.224703,28
"Vibrio_ponticus",30.553812,25
"Zymomonas_mobilis",27.137468,29.33333333
"Symbiobacterium_thermophilum",57.90996,60
"Weissella_viridescens",28.102793,30
"Weissella_minor",28.760542,30
"Thermoanaerobacterium_xylanolyticum",57.78282,60
"Xenorhabdus_bovienii",28.508287,28
"Streptococcus_urinalis",35.140327,37
"Succinatimonas_hippei",28.208958,37
"Thermosynechococcus_elongatus",54.184525,55
"Streptomyces_griseus",27.628342,28.05263158
"Treponema_saccharophilum",26.138342,37
"Streptomyces_subrutilus",28.370974,28
"Yersinia_similis",28.299492,30
"Weeksella_virosa",24.575457,30
"Thermus_scotoductus",65.38888,65.8
"Sutterella_parvirubra",28.73408,37
"Turneriella_parva",28.72139,30
"Streptomyces_anulatus",26.73355,28
"Variovorax_paradoxus",26.945599,29.63636364
"Tsukamurella_tyrosinosolvens",30.435198,28
"Taylorella_equigenitalis",28.278349,37
"Varibaculum_cambriense",30.292408,37
"Thermodesulfovibrio_yellowstonii",57.832077,60
"Thioalkalimicrobium_aerophilum",27.920603,30
"Sulfitobacter_pontiacus",23.229643,30
"Streptococcus_salivarius",35.232872,37.88888889
"Thiorhodococcus_drewsii",30.630901,30
"Thermodesulfovibrio_aggregans",58.23064,60
"Yersinia_aleksiciae",27.993116,28
"Thermotoga_naphthophila",73.72952,75
"Syntrophomonas_wolfei",48.576153,37
"Yersinia_massiliensis",28.299492,28
"Xenorhabdus_doucetiae",28.39102,28
"Streptococcus_vestibularis",35.38434,37
"Thermoanaerobacter_wiegelii",62.7796,65
"Vibrio_rumoiensis",27.535559,28
"Streptomyces_venezuelae",27.177074,28
"Tetrasphaera_jenkinsii",25.849117,25
"Subdoligranulum_variabile",33.777145,37
"Thermovirga_lienii",54.190468,55
"Vibrio_proteolyticus",30.493431,30
"Streptomyces_nodosus",26.745142,28
"Vibrio_azureus",27.993242,28
"Thermobifida_fusca",49.242554,50.45
"Streptococcus_thermophilus",36.339462,45
"Yersinia_enterocolitica",28.299492,28.75
"Streptomyces_lividans",26.481897,28
"Xanthomonas_citri",31.82654,26
"Streptomyces_decoyicus",26.50347,28
"Xanthomonas_vesicatoria",30.286095,28
"Streptococcus_pneumoniae",27.843918,37
"Streptomyces_griseorubens",27.190386,28
"Streptomyces_resistomycificus",26.756916,28
"Vibrio_orientalis",31.077475,28
"Viridibacillus_arvi",27.905052,30
"Tetrasphaera_japonica",29.79039,28
"Thiorhodospira_sibirica",31.685411,26
"Streptomyces_curacoi",26.585701,28
"Xanthomonas_pisi",31.178194,28
"Thalassospira_profundimaris",25.204659,25
"Vibrio_xuii",30.64087,28
"Xanthomonas_hyacinthi",28.050848,28
"Xenorhabdus_poinarii",28.400797,30
"Streptomyces_longwoodensis",26.338427,28
"Thermoanaerobacter_siderophilus",62.56817,70
"Streptomyces_griseochromogenes",26.608665,28
"Thauera_aminoaromatica",27.67166,30
"Vibrio_shilonii",30.849495,30
"Wohlfahrtiimonas_chitiniclastica",27.463428,28
"Streptococcus_sobrinus",35.17079,37
"Streptomyces_fulvissimus",27.628342,28
"Streptomyces_pseudovenezuelae",26.775188,28
"Vibrio_tubiashii",30.963486,28
"Sulfuricurvum_kujiense",30.622396,25
"Weissella_halotolerans",27.745655,30
"Xanthomonas_perforans",31.19228,28
"Vibrio_neptunius",29.64101,28
"Veillonella_montpellierensis",32.462296,37
"Streptomyces_fradiae",28.523668,28
"Thermomicrobium_roseum",65.7635,70
"Vibrio_owensii",29.563486,28
"Thermanaerovibrio_acidaminovorans",55.32428,55
"Streptomyces_corchorusii",26.608665,28
"Streptomyces_bungoensis",26.631632,28
"Yersinia_pekkanenii",28.719513,28
"Streptomonospora_alba",44.89702,28
"Thermodesulfobium_narugense",50.7186,50
"Thiomicrospira_crunogena",28.127977,24.2
"Thermoanaerobacter_kivui",62.0383,60
"Zunongwangia_profunda",19.15185,28
"Streptomyces_variegatus",26.8822,28
"Thiomonas_arsenitoxydans",26.242765,30
"Streptomyces_cellostaticus",26.388847,28
"Streptomyces_katrae",28.141367,28
"Thiocapsa_marina",32.394783,25.5
"Thioalkalivibrio_nitratireducens",31.295515,30
"Streptomyces_lydicus",26.544586,28
"Vibrio_campbellii",31.077475,28
"Xanthomonas_vasicola",30.362463,30
"Streptomyces_parvulus",26.631634,28
"Thermotoga_petrophila",73.5423,75
"Vibrio_mimicus",30.432241,28
"Thermoanaerobacter_brockii",62.56173,62.5
"Streptomyces_collinus",26.413137,28
"Thiobacillus_denitrificans",27.1612,29.42857143
"Variovorax_boronicumulans",26.577127,28
"Streptococcus_porcinus",34.34903,37
"Streptomyces_ciscaucasicus",26.958113,28
"Trueperella_pyogenes",30.162804,37
"Streptomyces_chattanoogensis",26.544586,28
"Thiothrix_nivea",29.064163,25
"Viridibacillus_arenosi",28.140802,30
"Thalassomonas_viridans",30.871677,28
"Yersinia_pseudotuberculosis",28.32692,37
"Streptomyces_mutabilis",27.774347,28
"Sulfurihydrogenibium_azorense",66.554794,68
"Thermus_oshimai",64.60158,62.5
"Streptomyces_noursei",27.450527,28
"Xanthomonas_axonopodis",31.35305,28
"Terriglobus_saanensis",23.585567,20
"Tsukamurella_pulmonis",29.979366,28
"Streptomyces_scabiei",26.709202,28
"Sulfurospirillum_halorespirans",29.51936,30
"Streptomyces_olivochromogenes",27.052835,28
"Thioalkalivibrio_paradoxus",30.376228,30
"Streptococcus_sinensis",35.094498,37
"Tatumella_ptyseos",29.51756,30
"Thermosediminibacter_oceani",64.47301,68
"Streptomyces_qinglanensis",29.19408,28
"Streptomyces_europaeiscabiei",26.73355,28
"Thermosipho_melanesiensis",67.051926,70
"Vibrio_ezurae",28.731262,28
"Xanthomonas_hortorum",29.79903,27
"Streptomyces_turgidiscabies",26.55663,28
"Tsukamurella_paurometabola",29.602247,29.28571429
"Tetrasphaera_australiensis",27.811037,28
"Thermocrinis_ruber",76.152466,80
"Sulfurospirillum_deleyianum",30.592062,28
"Streptomyces_ambofaciens",26.341429,27.33333333
"Sulfurimonas_autotrophica",28.200882,24
"Vibrio_breoganii",29.484177,28
"Wolinella_succinogenes",32.635426,37
"Streptococcus_pyogenes",35.24694,37
"Thauera_linaloolentis",28.560083,30
"Xanthomonas_albilineans",30.09284,26
"Thiomonas_bhubaneswarensis",26.242765,37
"Thermovibrio_ammonificans",71.206795,75
"Yersinia_pestis",28.299492,29
"Yersinia_intermedia",28.299492,30
"Streptomyces_avermitilis",26.496792,27.2
"Vibrio_variabilis",28.998346,28
"Streptococcus_uberis",34.422295,37
"Thioalkalivibrio_versutus",30.952827,30
"Yersinia_aldovae",28.299492,30
"Xanthomonas_campestris",30.96156,26.4
"Streptomyces_xiamenensis",29.730923,28
"Vibrio_caribbeanicus",31.077475,28
"Vibrio_ordalii",29.523157,28
"Sutterella_wadsworthensis",27.772556,37
"Thermodesulfatator_indicus",66.670044,70
"Virgibacillus_pantothenticus",32.423744,30
"Streptomyces_afghaniensis",26.8822,28
"Vibrio_harveyi",26.839111,27
"Thermincola_ferriacetica",57.193375,60
"Thermoanaerobacter_italicus",63.700893,65
"Vibrio_mediterranei",31.077475,28
"Thermotoga_neapolitana",74.32324,81
"Streptomyces_auratus",26.670088,28
"Vibrio_coralliilyticus",30.432241,28
"Thalassospira_xiamenensis",23.503468,25
"Yersinia_bercovieri",28.299492,30
"Xylanimonas_cellulosilytica",28.726088,28
"Weissella_cibaria",28.996122,30
"Vibrio_sinaloensis",31.077475,30
"Vibrio_splendidus",30.966955,28
"Syntrophobotulus_glycolicus",34.614777,28
"Streptomyces_vietnamensis",27.0476,28
"Xenorhabdus_griffiniae",28.400797,30
"Yersinia_rohdei",28.299492,30
"Streptomyces_lincolnensis",26.631632,28
"Yersinia_kristensenii",28.32692,30
"Thiocystis_violascens",31.526224,25
"Vibrio_scophthalmi",30.432241,28
"Streptococcus_pseudoporcinus",34.34903,37
"Streptomyces_regensis",30.237751,28
"Weissella_confusa",28.801352,30
"Streptococcus_pseudopneumoniae",34.890976,37
"Streptomyces_virginiae",28.272646,28
"Truepera_radiovictrix",50.5942,50
"Sulfurovum_lithotrophicum",27.86724,28
"Streptomyces_griseoruber",26.631632,28
"Sulfuricella_denitrificans",24.52022,22
"Xylella_fastidiosa",28.930378,26
"Streptococcus_suis",34.776077,37
"Thermobrachium_celere",58.725513,60
"Vibrio_fluvialis",27.948202,30
"Vibrio_brasiliensis",28.633478,28
"Thermobacillus_composti",49.385723,50
"Trabulsiella_guamensis",27.74828,33.5
"Verrucosispora_maris",31.213577,28
"Sulfurospirillum_barnesii",30.592062,30
"Thalassospira_tepidiphila",25.293425,35
"Thermoanaerobacter_ethanolicus",62.56495,61.25
"Vibrio_halioticoli",28.590513,28
"Streptomyces_purpurogeneiscleroticus",26.092207,28
"Streptomyces_vitaminophilus",32.58546,28
"Vibrio_anguillarum",28.869818,28
"Yersinia_ruckeri",28.299492,30
"Streptomyces_glaucescens",26.500805,28
"Thermosinus_carboxydivorans",56.643692,60
"Turicella_otitidis",30.858494,37
"Treponema_brennaborense",26.187265,37
"Streptosporangium_roseum",32.8836,28
"Zobellia_galactanivorans",25.43452,35
"Streptomyces_clavuligerus",27.964508,28
"Thermoanaerobacter_pseudethanolicus",62.56173,65
"Veillonella_atypica",31.887869,37
"Streptomyces_coelicoflavus",26.964848,28
"Syntrophomonas_zehnderi",49.016052,37
"Thermocrinis_albus",76.24571,80
"Xenorhabdus_cabanillasii",28.68272,30
